iso3,NAME_2,cod_local,anio,sexo,zona,valor
COL,Los Arrayanes,NA,2023,Mujeres,rural,0.8896
COL,Los Arrayanes,NA,2023,Total,rural,0.8602
COL,Los Arrayanes,NA,2024,Hombres,rural,0.832
COL,Los Arrayanes,NA,2024,Mujeres,rural,0.892
COL,Los Arrayanes,NA,2024,Total,rural,0.8626
COL,Los Arrayanes,NA,2025,Hombres,rural,0.8295
COL,Los Arrayanes,NA,2025,Mujeres,rural,0.8895
COL,Los Arrayanes,NA,2025,Total,rural,0.8601
COL,Los Pinos,NA,2016,Hombres,rural,0.7506
COL,Los Pinos,NA,2016,Mujeres,rural,0.8106
COL,Los Pinos,NA,2016,Total,rural,0.7812
COL,Los Pinos,NA,2017,Hombres,rural,0.7499
COL,Los Pinos,NA,2017,Mujeres,rural,0.8099
COL,Los Pinos,NA,2017,Total,rural,0.7806
COL,Los Pinos,NA,2018,Hombres,rural,0.7523
COL,Los Pinos,NA,2018,Mujeres,rural,0.8123
COL,Los Pinos,NA,2018,Total,rural,0.7829
COL,Los Pinos,NA,2019,Hombres,rural,0.7508
COL,Los Pinos,NA,2019,Mujeres,rural,0.8108
COL,Los Pinos,NA,2019,Total,rural,0.7814
COL,Los Pinos,NA,2020,Hombres,rural,0.8112
COL,Los Pinos,NA,2020,Mujeres,rural,0.8712
COL,Los Pinos,NA,2020,Total,rural,0.8418
COL,Los Pinos,NA,2021,Hombres,rural,0.796
COL,Los Pinos,NA,2021,Mujeres,rural,0.856
COL,Los Pinos,NA,2021,Total,rural,0.8266
COL,Los Pinos,NA,2022,Hombres,rural,0.7716
COL,Los Pinos,NA,2022,Mujeres,rural,0.8316
COL,Los Pinos,NA,2022,Total,rural,0.8022
COL,Los Pinos,NA,2023,Hombres,rural,0.7464
COL,Los Pinos,NA,2023,Mujeres,rural,0.8064
COL,Los Pinos,NA,2023,Total,rural,0.7771
COL,Los Pinos,NA,2024,Hombres,rural,0.7489
COL,Los Pinos,NA,2024,Mujeres,rural,0.8089
COL,Los Pinos,NA,2024,Total,rural,0.7795
COL,Los Pinos,NA,2025,Hombres,rural,0.7463
COL,Los Pinos,NA,2025,Mujeres,rural,0.8063
COL,Los Pinos,NA,2025,Total,rural,0.7769
COL,Los Álamos,NA,2016,Hombres,rural,0.6946
COL,Los Álamos,NA,2016,Mujeres,rural,0.7546
COL,Los Álamos,NA,2016,Total,rural,0.7252
COL,Los Álamos,NA,2017,Hombres,rural,0.6939
COL,Los Álamos,NA,2017,Mujeres,rural,0.7539
COL,Los Álamos,NA,2017,Total,rural,0.7245
COL,Los Álamos,NA,2018,Hombres,rural,0.6963
COL,Los Álamos,NA,2018,Mujeres,rural,0.7563
COL,Los Álamos,NA,2018,Total,rural,0.7269
COL,Los Álamos,NA,2019,Hombres,rural,0.6948
COL,Los Álamos,NA,2019,Mujeres,rural,0.7548
COL,Los Álamos,NA,2019,Total,rural,0.7254
COL,Los Álamos,NA,2020,Hombres,rural,0.7552
COL,Los Álamos,NA,2020,Mujeres,rural,0.8152
COL,Los Álamos,NA,2020,Total,rural,0.7858
COL,Los Álamos,NA,2021,Hombres,rural,0.74
COL,Los Álamos,NA,2021,Mujeres,rural,0.8
COL,Los Álamos,NA,2021,Total,rural,0.7706
COL,Los Álamos,NA,2022,Hombres,rural,0.7156
COL,Los Álamos,NA,2022,Mujeres,rural,0.7756
COL,Los Álamos,NA,2022,Total,rural,0.7462
COL,Los Álamos,NA,2023,Hombres,rural,0.6904
COL,Los Álamos,NA,2023,Mujeres,rural,0.7504
COL,Los Álamos,NA,2023,Total,rural,0.721
COL,Los Álamos,NA,2024,Hombres,rural,0.6929
COL,Los Álamos,NA,2024,Mujeres,rural,0.7529
COL,Los Álamos,NA,2024,Total,rural,0.7235
COL,Los Álamos,NA,2025,Hombres,rural,0.6903
COL,Los Álamos,NA,2025,Mujeres,rural,0.7503
COL,Los Álamos,NA,2025,Total,rural,0.7209
COL,Nueva Esperanza,NA,2016,Hombres,periurbano,0.5123
COL,Nueva Esperanza,NA,2016,Mujeres,periurbano,0.5723
COL,Nueva Esperanza,NA,2016,Total,periurbano,0.5429
COL,Nueva Esperanza,NA,2017,Hombres,periurbano,0.5117
COL,Nueva Esperanza,NA,2017,Mujeres,periurbano,0.5717
COL,Nueva Esperanza,NA,2017,Total,periurbano,0.5423
COL,Nueva Esperanza,NA,2018,Hombres,periurbano,0.5141
COL,Nueva Esperanza,NA,2018,Mujeres,periurbano,0.5741
COL,Nueva Esperanza,NA,2018,Total,periurbano,0.5447
COL,Nueva Esperanza,NA,2019,Hombres,periurbano,0.5125
COL,Nueva Esperanza,NA,2019,Mujeres,periurbano,0.5725
COL,Nueva Esperanza,NA,2019,Total,periurbano,0.5431
COL,Nueva Esperanza,NA,2020,Hombres,periurbano,0.5729
COL,Nueva Esperanza,NA,2020,Mujeres,periurbano,0.6329
COL,Nueva Esperanza,NA,2020,Total,periurbano,0.6035
COL,Nueva Esperanza,NA,2021,Hombres,periurbano,0.5577
COL,Nueva Esperanza,NA,2021,Mujeres,periurbano,0.6177
COL,Nueva Esperanza,NA,2021,Total,periurbano,0.5883
COL,Nueva Esperanza,NA,2022,Hombres,periurbano,0.5334
COL,Nueva Esperanza,NA,2022,Mujeres,periurbano,0.5934
COL,Nueva Esperanza,NA,2022,Total,periurbano,0.564
COL,Nueva Esperanza,NA,2023,Hombres,periurbano,0.5012
COL,Nueva Esperanza,NA,2023,Mujeres,periurbano,0.5612
COL,Nueva Esperanza,NA,2023,Total,periurbano,0.5318
COL,Nueva Esperanza,NA,2024,Hombres,periurbano,0.5036
COL,Nueva Esperanza,NA,2024,Mujeres,periurbano,0.5636
COL,Nueva Esperanza,NA,2024,Total,periurbano,0.5342
COL,Nueva Esperanza,NA,2025,Hombres,periurbano,0.5011
COL,Nueva Esperanza,NA,2025,Mujeres,periurbano,0.5611
COL,Nueva Esperanza,NA,2025,Total,periurbano,0.5317
COL,Nueva Vida,NA,2016,Hombres,periurbano,0.5677
COL,Nueva Vida,NA,2016,Mujeres,periurbano,0.6277
COL,Nueva Vida,NA,2016,Total,periurbano,0.5983
COL,Nueva Vida,NA,2017,Hombres,periurbano,0.5671
COL,Nueva Vida,NA,2017,Mujeres,periurbano,0.6271
COL,Nueva Vida,NA,2017,Total,periurbano,0.5977
COL,Nueva Vida,NA,2018,Hombres,periurbano,0.5695
COL,Nueva Vida,NA,2018,Mujeres,periurbano,0.6295
COL,Nueva Vida,NA,2018,Total,periurbano,0.6001
COL,Nueva Vida,NA,2019,Hombres,periurbano,0.5679
COL,Nueva Vida,NA,2019,Mujeres,periurbano,0.6279
COL,Nueva Vida,NA,2019,Total,periurbano,0.5985
COL,Nueva Vida,NA,2020,Hombres,periurbano,0.6283
COL,Nueva Vida,NA,2020,Mujeres,periurbano,0.6883
COL,Nueva Vida,NA,2020,Total,periurbano,0.6589
COL,Nueva Vida,NA,2021,Hombres,periurbano,0.6131
COL,Nueva Vida,NA,2021,Mujeres,periurbano,0.6731
COL,Nueva Vida,NA,2021,Total,periurbano,0.6437
COL,Nueva Vida,NA,2022,Hombres,periurbano,0.5888
COL,Nueva Vida,NA,2022,Mujeres,periurbano,0.6488
COL,Nueva Vida,NA,2022,Total,periurbano,0.6194
COL,Nueva Vida,NA,2023,Hombres,periurbano,0.5566
COL,Nueva Vida,NA,2023,Mujeres,periurbano,0.6166
COL,Nueva Vida,NA,2023,Total,periurbano,0.5872
COL,Nueva Vida,NA,2024,Hombres,periurbano,0.559
COL,Nueva Vida,NA,2024,Mujeres,periurbano,0.619
COL,Nueva Vida,NA,2024,Total,periurbano,0.5896
COL,Nueva Vida,NA,2025,Hombres,periurbano,0.5565
COL,Nueva Vida,NA,2025,Mujeres,periurbano,0.6165
COL,Nueva Vida,NA,2025,Total,periurbano,0.5871
COL,Plaza del Valle,NA,2016,Hombres,rural,0.7396
COL,Plaza del Valle,NA,2016,Mujeres,rural,0.7996
COL,Plaza del Valle,NA,2016,Total,rural,0.7702
COL,Plaza del Valle,NA,2017,Hombres,rural,0.7389
COL,Plaza del Valle,NA,2017,Mujeres,rural,0.7989
COL,Plaza del Valle,NA,2017,Total,rural,0.7695
COL,Plaza del Valle,NA,2018,Hombres,rural,0.7413
COL,Plaza del Valle,NA,2018,Mujeres,rural,0.8013
COL,Plaza del Valle,NA,2018,Total,rural,0.7719
COL,Plaza del Valle,NA,2019,Hombres,rural,0.7397
COL,Plaza del Valle,NA,2019,Mujeres,rural,0.7997
COL,Plaza del Valle,NA,2019,Total,rural,0.7704
COL,Plaza del Valle,NA,2020,Hombres,rural,0.8002
COL,Plaza del Valle,NA,2020,Mujeres,rural,0.8602
COL,Plaza del Valle,NA,2020,Total,rural,0.8307
COL,Plaza del Valle,NA,2021,Hombres,rural,0.785
COL,Plaza del Valle,NA,2021,Mujeres,rural,0.845
COL,Plaza del Valle,NA,2021,Total,rural,0.8156
COL,Plaza del Valle,NA,2022,Hombres,rural,0.7606
COL,Plaza del Valle,NA,2022,Mujeres,rural,0.8206
COL,Plaza del Valle,NA,2022,Total,rural,0.7912
COL,Plaza del Valle,NA,2023,Hombres,rural,0.7354
COL,Plaza del Valle,NA,2023,Mujeres,rural,0.7954
COL,Plaza del Valle,NA,2023,Total,rural,0.766
COL,Plaza del Valle,NA,2024,Hombres,rural,0.7379
COL,Plaza del Valle,NA,2024,Mujeres,rural,0.7979
COL,Plaza del Valle,NA,2024,Total,rural,0.7685
COL,Plaza del Valle,NA,2025,Hombres,rural,0.7353
COL,Plaza del Valle,NA,2025,Mujeres,rural,0.7953
COL,Plaza del Valle,NA,2025,Total,rural,0.7659
COL,San Isidro,NA,2016,Hombres,rural,0.7977
COL,San Isidro,NA,2016,Mujeres,rural,0.8577
COL,San Isidro,NA,2016,Total,rural,0.8283
COL,San Isidro,NA,2017,Hombres,rural,0.797
COL,San Isidro,NA,2017,Mujeres,rural,0.857
COL,San Isidro,NA,2017,Total,rural,0.8276
COL,San Isidro,NA,2018,Hombres,rural,0.7994
COL,San Isidro,NA,2018,Mujeres,rural,0.8594
COL,San Isidro,NA,2018,Total,rural,0.83
COL,San Isidro,NA,2019,Hombres,rural,0.7978
COL,San Isidro,NA,2019,Mujeres,rural,0.8578
COL,San Isidro,NA,2019,Total,rural,0.8284
COL,San Isidro,NA,2020,Hombres,rural,0.8582
COL,San Isidro,NA,2020,Mujeres,rural,0.9182
COL,San Isidro,NA,2020,Total,rural,0.8889
COL,San Isidro,NA,2021,Hombres,rural,0.8431
COL,San Isidro,NA,2021,Mujeres,rural,0.9031
COL,San Isidro,NA,2021,Total,rural,0.8737
COL,San Isidro,NA,2022,Hombres,rural,0.8187
COL,San Isidro,NA,2022,Mujeres,rural,0.8787
COL,San Isidro,NA,2022,Total,rural,0.8493
COL,San Isidro,NA,2023,Hombres,rural,0.7935
COL,San Isidro,NA,2023,Mujeres,rural,0.8535
COL,San Isidro,NA,2023,Total,rural,0.8241
COL,San Isidro,NA,2024,Hombres,rural,0.796
COL,San Isidro,NA,2024,Mujeres,rural,0.856
COL,San Isidro,NA,2024,Total,rural,0.8266
COL,San Isidro,NA,2025,Hombres,rural,0.7934
COL,San Isidro,NA,2025,Mujeres,rural,0.8534
COL,San Isidro,NA,2025,Total,rural,0.824
COL,San Joaquín,NA,2016,Hombres,periurbano,0.7383
COL,San Joaquín,NA,2016,Mujeres,periurbano,0.7983
COL,San Joaquín,NA,2016,Total,periurbano,0.7689
COL,San Joaquín,NA,2017,Hombres,periurbano,0.7377
COL,San Joaquín,NA,2017,Mujeres,periurbano,0.7977
COL,San Joaquín,NA,2017,Total,periurbano,0.7683
COL,San Joaquín,NA,2018,Hombres,periurbano,0.7401
COL,San Joaquín,NA,2018,Mujeres,periurbano,0.8001
COL,San Joaquín,NA,2018,Total,periurbano,0.7707
COL,San Joaquín,NA,2019,Hombres,periurbano,0.7385
COL,San Joaquín,NA,2019,Mujeres,periurbano,0.7985
COL,San Joaquín,NA,2019,Total,periurbano,0.7691
COL,San Joaquín,NA,2020,Hombres,periurbano,0.7989
COL,San Joaquín,NA,2020,Mujeres,periurbano,0.8589
COL,San Joaquín,NA,2020,Total,periurbano,0.8295
COL,San Joaquín,NA,2021,Hombres,periurbano,0.7837
COL,San Joaquín,NA,2021,Mujeres,periurbano,0.8437
COL,San Joaquín,NA,2021,Total,periurbano,0.8143
COL,San Joaquín,NA,2022,Hombres,periurbano,0.7594
COL,San Joaquín,NA,2022,Mujeres,periurbano,0.8194
COL,San Joaquín,NA,2022,Total,periurbano,0.7899
COL,San Joaquín,NA,2023,Hombres,periurbano,0.7272
COL,San Joaquín,NA,2023,Mujeres,periurbano,0.7872
COL,San Joaquín,NA,2023,Total,periurbano,0.7578
COL,San Joaquín,NA,2024,Hombres,periurbano,0.7296
COL,San Joaquín,NA,2024,Mujeres,periurbano,0.7896
COL,San Joaquín,NA,2024,Total,periurbano,0.7602
COL,San Joaquín,NA,2025,Hombres,periurbano,0.7271
COL,San Joaquín,NA,2025,Mujeres,periurbano,0.7871
COL,San Joaquín,NA,2025,Total,periurbano,0.7577
COL,San Martín del Valle,NA,2016,Hombres,Total,0.5776
COL,San Martín del Valle,NA,2016,Mujeres,Total,0.6376
COL,San Martín del Valle,NA,2016,Total,Total,0.6082
COL,San Martín del Valle,NA,2016,Hombres,periurbano,0.5959
COL,San Martín del Valle,NA,2016,Mujeres,periurbano,0.6559
COL,San Martín del Valle,NA,2016,Total,periurbano,0.6265
COL,San Martín del Valle,NA,2016,Hombres,rural,0.7161
COL,San Martín del Valle,NA,2016,Mujeres,rural,0.7761
COL,San Martín del Valle,NA,2016,Total,rural,0.7467
COL,San Martín del Valle,NA,2016,Hombres,urbano,0.2804
COL,San Martín del Valle,NA,2016,Mujeres,urbano,0.3404
COL,San Martín del Valle,NA,2016,Total,urbano,0.311
COL,San Martín del Valle,NA,2017,Hombres,Total,0.5769
COL,San Martín del Valle,NA,2017,Mujeres,Total,0.637
COL,San Martín del Valle,NA,2017,Total,Total,0.6075
COL,San Martín del Valle,NA,2017,Hombres,periurbano,0.5953
COL,San Martín del Valle,NA,2017,Mujeres,periurbano,0.6553
COL,San Martín del Valle,NA,2017,Total,periurbano,0.6259
COL,San Martín del Valle,NA,2017,Hombres,rural,0.7154
COL,San Martín del Valle,NA,2017,Mujeres,rural,0.7754
COL,San Martín del Valle,NA,2017,Total,rural,0.746
COL,San Martín del Valle,NA,2017,Hombres,urbano,0.2797
COL,San Martín del Valle,NA,2017,Mujeres,urbano,0.3397
COL,San Martín del Valle,NA,2017,Total,urbano,0.3103
COL,San Martín del Valle,NA,2018,Hombres,Total,0.5793
COL,San Martín del Valle,NA,2018,Mujeres,Total,0.6393
COL,San Martín del Valle,NA,2018,Total,Total,0.6099
COL,San Martín del Valle,NA,2018,Hombres,periurbano,0.5976
COL,San Martín del Valle,NA,2018,Mujeres,periurbano,0.6576
COL,San Martín del Valle,NA,2018,Total,periurbano,0.6283
COL,San Martín del Valle,NA,2018,Hombres,rural,0.7178
COL,San Martín del Valle,NA,2018,Mujeres,rural,0.7778
COL,San Martín del Valle,NA,2018,Total,rural,0.7484
COL,San Martín del Valle,NA,2018,Hombres,urbano,0.2821
COL,San Martín del Valle,NA,2018,Mujeres,urbano,0.3421
COL,San Martín del Valle,NA,2018,Total,urbano,0.3127
COL,San Martín del Valle,NA,2019,Hombres,Total,0.5778
COL,San Martín del Valle,NA,2019,Mujeres,Total,0.6378
COL,San Martín del Valle,NA,2019,Total,Total,0.6084
COL,San Martín del Valle,NA,2019,Hombres,periurbano,0.5961
COL,San Martín del Valle,NA,2019,Mujeres,periurbano,0.6561
COL,San Martín del Valle,NA,2019,Total,periurbano,0.6267
COL,San Martín del Valle,NA,2019,Hombres,rural,0.7163
COL,San Martín del Valle,NA,2019,Mujeres,rural,0.7763
COL,San Martín del Valle,NA,2019,Total,rural,0.7469
COL,San Martín del Valle,NA,2019,Hombres,urbano,0.2806
COL,San Martín del Valle,NA,2019,Mujeres,urbano,0.3406
COL,San Martín del Valle,NA,2019,Total,urbano,0.3112
COL,San Martín del Valle,NA,2020,Hombres,Total,0.6382
COL,San Martín del Valle,NA,2020,Mujeres,Total,0.6981
COL,San Martín del Valle,NA,2020,Total,Total,0.6687
COL,San Martín del Valle,NA,2020,Hombres,periurbano,0.6565
COL,San Martín del Valle,NA,2020,Mujeres,periurbano,0.7165
COL,San Martín del Valle,NA,2020,Total,periurbano,0.6871
COL,San Martín del Valle,NA,2020,Hombres,rural,0.7767
COL,San Martín del Valle,NA,2020,Mujeres,rural,0.8364
COL,San Martín del Valle,NA,2020,Total,rural,0.8071
COL,San Martín del Valle,NA,2020,Hombres,urbano,0.341
COL,San Martín del Valle,NA,2020,Mujeres,urbano,0.401
COL,San Martín del Valle,NA,2020,Total,urbano,0.3716
COL,San Martín del Valle,NA,2021,Hombres,Total,0.623
COL,San Martín del Valle,NA,2021,Mujeres,Total,0.683
COL,San Martín del Valle,NA,2021,Total,Total,0.6536
COL,San Martín del Valle,NA,2021,Hombres,periurbano,0.6413
COL,San Martín del Valle,NA,2021,Mujeres,periurbano,0.7013
COL,San Martín del Valle,NA,2021,Total,periurbano,0.6719
COL,San Martín del Valle,NA,2021,Hombres,rural,0.7615
COL,San Martín del Valle,NA,2021,Mujeres,rural,0.8215
COL,San Martín del Valle,NA,2021,Total,rural,0.7921
COL,San Martín del Valle,NA,2021,Hombres,urbano,0.3258
COL,San Martín del Valle,NA,2021,Mujeres,urbano,0.3858
COL,San Martín del Valle,NA,2021,Total,urbano,0.3564
COL,San Martín del Valle,NA,2022,Hombres,Total,0.5986
COL,San Martín del Valle,NA,2022,Mujeres,Total,0.6586
COL,San Martín del Valle,NA,2022,Total,Total,0.6292
COL,San Martín del Valle,NA,2022,Hombres,periurbano,0.617
COL,San Martín del Valle,NA,2022,Mujeres,periurbano,0.6769
COL,San Martín del Valle,NA,2022,Total,periurbano,0.6475
COL,San Martín del Valle,NA,2022,Hombres,rural,0.7371
COL,San Martín del Valle,NA,2022,Mujeres,rural,0.7971
COL,San Martín del Valle,NA,2022,Total,rural,0.7677
COL,San Martín del Valle,NA,2022,Hombres,urbano,0.3014
COL,San Martín del Valle,NA,2022,Mujeres,urbano,0.3614
COL,San Martín del Valle,NA,2022,Total,urbano,0.332
COL,San Martín del Valle,NA,2023,Hombres,Total,0.5671
COL,San Martín del Valle,NA,2023,Mujeres,Total,0.6271
COL,San Martín del Valle,NA,2023,Total,Total,0.5977
COL,San Martín del Valle,NA,2023,Hombres,periurbano,0.5848
COL,San Martín del Valle,NA,2023,Mujeres,periurbano,0.6448
COL,San Martín del Valle,NA,2023,Total,periurbano,0.6154
COL,San Martín del Valle,NA,2023,Hombres,rural,0.7119
COL,San Martín del Valle,NA,2023,Mujeres,rural,0.7719
COL,San Martín del Valle,NA,2023,Total,rural,0.7425
COL,San Martín del Valle,NA,2023,Hombres,urbano,0.2612
COL,San Martín del Valle,NA,2023,Mujeres,urbano,0.3212
COL,San Martín del Valle,NA,2023,Total,urbano,0.2918
COL,San Martín del Valle,NA,2024,Hombres,Total,0.5696
COL,San Martín del Valle,NA,2024,Mujeres,Total,0.6296
COL,San Martín del Valle,NA,2024,Total,Total,0.6002
COL,San Martín del Valle,NA,2024,Hombres,periurbano,0.5872
COL,San Martín del Valle,NA,2024,Mujeres,periurbano,0.6472
COL,San Martín del Valle,NA,2024,Total,periurbano,0.6178
COL,San Martín del Valle,NA,2024,Hombres,rural,0.7144
COL,San Martín del Valle,NA,2024,Mujeres,rural,0.7744
COL,San Martín del Valle,NA,2024,Total,rural,0.745
COL,San Martín del Valle,NA,2024,Hombres,urbano,0.2637
COL,San Martín del Valle,NA,2024,Mujeres,urbano,0.3237
COL,San Martín del Valle,NA,2024,Total,urbano,0.2943
COL,San Martín del Valle,NA,2025,Hombres,Total,0.567
COL,San Martín del Valle,NA,2025,Mujeres,Total,0.627
COL,San Martín del Valle,NA,2025,Total,Total,0.5976
COL,San Martín del Valle,NA,2025,Hombres,periurbano,0.5847
COL,San Martín del Valle,NA,2025,Mujeres,periurbano,0.6447
COL,San Martín del Valle,NA,2025,Total,periurbano,0.6153
COL,San Martín del Valle,NA,2025,Hombres,rural,0.7118
COL,San Martín del Valle,NA,2025,Mujeres,rural,0.7718
COL,San Martín del Valle,NA,2025,Total,rural,0.7424
COL,San Martín del Valle,NA,2025,Hombres,urbano,0.2611
COL,San Martín del Valle,NA,2025,Mujeres,urbano,0.3211
COL,San Martín del Valle,NA,2025,Total,urbano,0.2917
COL,San Rafael,NA,2016,Hombres,urbano,0.2711
COL,San Rafael,NA,2016,Mujeres,urbano,0.3311
COL,San Rafael,NA,2016,Total,urbano,0.3017
COL,San Rafael,NA,2017,Hombres,urbano,0.2704
COL,San Rafael,NA,2017,Mujeres,urbano,0.3304
COL,San Rafael,NA,2017,Total,urbano,0.301
COL,San Rafael,NA,2018,Hombres,urbano,0.2728
COL,San Rafael,NA,2018,Mujeres,urbano,0.3328
COL,San Rafael,NA,2018,Total,urbano,0.3034
COL,San Rafael,NA,2019,Hombres,urbano,0.2713
COL,San Rafael,NA,2019,Mujeres,urbano,0.3313
COL,San Rafael,NA,2019,Total,urbano,0.3019
COL,San Rafael,NA,2020,Hombres,urbano,0.3317
COL,San Rafael,NA,2020,Mujeres,urbano,0.3917
COL,San Rafael,NA,2020,Total,urbano,0.3623
COL,San Rafael,NA,2021,Hombres,urbano,0.3165
COL,San Rafael,NA,2021,Mujeres,urbano,0.3765
COL,San Rafael,NA,2021,Total,urbano,0.3471
COL,San Rafael,NA,2022,Hombres,urbano,0.2921
COL,San Rafael,NA,2022,Mujeres,urbano,0.3521
COL,San Rafael,NA,2022,Total,urbano,0.3227
COL,San Rafael,NA,2023,Hombres,urbano,0.2519
COL,San Rafael,NA,2023,Mujeres,urbano,0.3119
COL,San Rafael,NA,2023,Total,urbano,0.2825
COL,San Rafael,NA,2024,Hombres,urbano,0.2544
COL,San Rafael,NA,2024,Mujeres,urbano,0.3144
COL,San Rafael,NA,2024,Total,urbano,0.285
COL,San Rafael,NA,2025,Hombres,urbano,0.2518
COL,San Rafael,NA,2025,Mujeres,urbano,0.3118
COL,San Rafael,NA,2025,Total,urbano,0.2824
COL,Santa Ana,NA,2016,Hombres,rural,0.7795
COL,Santa Ana,NA,2016,Mujeres,rural,0.8395
COL,Santa Ana,NA,2016,Total,rural,0.8101
COL,Santa Ana,NA,2017,Hombres,rural,0.7788
COL,Santa Ana,NA,2017,Mujeres,rural,0.8388
COL,Santa Ana,NA,2017,Total,rural,0.8094
COL,Santa Ana,NA,2018,Hombres,rural,0.7812
COL,Santa Ana,NA,2018,Mujeres,rural,0.8412
COL,Santa Ana,NA,2018,Total,rural,0.8118
COL,Santa Ana,NA,2019,Hombres,rural,0.7796
COL,Santa Ana,NA,2019,Mujeres,rural,0.8396
COL,Santa Ana,NA,2019,Total,rural,0.8102
COL,Santa Ana,NA,2020,Hombres,rural,0.84
COL,Santa Ana,NA,2020,Mujeres,rural,0.9
COL,Santa Ana,NA,2020,Total,rural,0.8706
COL,Santa Ana,NA,2021,Hombres,rural,0.8249
COL,Santa Ana,NA,2021,Mujeres,rural,0.8849
COL,Santa Ana,NA,2021,Total,rural,0.8555
COL,Santa Ana,NA,2022,Hombres,rural,0.8005
COL,Santa Ana,NA,2022,Mujeres,rural,0.8605
COL,Santa Ana,NA,2022,Total,rural,0.8311
COL,Santa Ana,NA,2023,Hombres,rural,0.7753
COL,Santa Ana,NA,2023,Mujeres,rural,0.8353
COL,Santa Ana,NA,2023,Total,rural,0.8059
COL,Santa Ana,NA,2024,Hombres,rural,0.7778
COL,Santa Ana,NA,2024,Mujeres,rural,0.8378
COL,Santa Ana,NA,2024,Total,rural,0.8084
COL,Santa Ana,NA,2025,Hombres,rural,0.7752
COL,Santa Ana,NA,2025,Mujeres,rural,0.8352
COL,Santa Ana,NA,2025,Total,rural,0.8058
COL,Santa Elena,NA,2016,Hombres,periurbano,0.5299
COL,Santa Elena,NA,2016,Mujeres,periurbano,0.5899
COL,Santa Elena,NA,2016,Total,periurbano,0.5606
COL,Santa Elena,NA,2017,Hombres,periurbano,0.5293
COL,Santa Elena,NA,2017,Mujeres,periurbano,0.5893
COL,Santa Elena,NA,2017,Total,periurbano,0.5599
COL,Santa Elena,NA,2018,Hombres,periurbano,0.5317
COL,Santa Elena,NA,2018,Mujeres,periurbano,0.5917
COL,Santa Elena,NA,2018,Total,periurbano,0.5623
COL,Santa Elena,NA,2019,Hombres,periurbano,0.5301
COL,Santa Elena,NA,2019,Mujeres,periurbano,0.5901
COL,Santa Elena,NA,2019,Total,periurbano,0.5607
COL,Santa Elena,NA,2020,Hombres,periurbano,0.5905
COL,Santa Elena,NA,2020,Mujeres,periurbano,0.6505
COL,Santa Elena,NA,2020,Total,periurbano,0.6211
COL,Santa Elena,NA,2021,Hombres,periurbano,0.5754
COL,Santa Elena,NA,2021,Mujeres,periurbano,0.6354
COL,Santa Elena,NA,2021,Total,periurbano,0.606
COL,Santa Elena,NA,2022,Hombres,periurbano,0.551
COL,Santa Elena,NA,2022,Mujeres,periurbano,0.611
COL,Santa Elena,NA,2022,Total,periurbano,0.5816
COL,Santa Elena,NA,2023,Hombres,periurbano,0.5188
COL,Santa Elena,NA,2023,Mujeres,periurbano,0.5788
COL,Santa Elena,NA,2023,Total,periurbano,0.5494
COL,Santa Elena,NA,2024,Hombres,periurbano,0.5213
COL,Santa Elena,NA,2024,Mujeres,periurbano,0.5813
COL,Santa Elena,NA,2024,Total,periurbano,0.5519
COL,Santa Elena,NA,2025,Hombres,periurbano,0.5187
COL,Santa Elena,NA,2025,Mujeres,periurbano,0.5787
COL,Santa Elena,NA,2025,Total,periurbano,0.5493
COL,Santa Lucía,NA,2016,Hombres,rural,0.7454
COL,Santa Lucía,NA,2016,Mujeres,rural,0.8054
COL,Santa Lucía,NA,2016,Total,rural,0.776
COL,Santa Lucía,NA,2017,Hombres,rural,0.7447
COL,Santa Lucía,NA,2017,Mujeres,rural,0.8047
COL,Santa Lucía,NA,2017,Total,rural,0.7753
COL,Santa Lucía,NA,2018,Hombres,rural,0.7471
COL,Santa Lucía,NA,2018,Mujeres,rural,0.8071
COL,Santa Lucía,NA,2018,Total,rural,0.7777
COL,Santa Lucía,NA,2019,Hombres,rural,0.7456
COL,Santa Lucía,NA,2019,Mujeres,rural,0.8056
COL,Santa Lucía,NA,2019,Total,rural,0.7762
COL,Santa Lucía,NA,2020,Hombres,rural,0.806
COL,Santa Lucía,NA,2020,Mujeres,rural,0.866
COL,Santa Lucía,NA,2020,Total,rural,0.8365
COL,Santa Lucía,NA,2021,Hombres,rural,0.7908
COL,Santa Lucía,NA,2021,Mujeres,rural,0.8508
COL,Santa Lucía,NA,2021,Total,rural,0.8214
COL,Santa Lucía,NA,2022,Hombres,rural,0.7664
COL,Santa Lucía,NA,2022,Mujeres,rural,0.8264
COL,Santa Lucía,NA,2022,Total,rural,0.797
COL,Santa Lucía,NA,2023,Hombres,rural,0.7412
COL,Santa Lucía,NA,2023,Mujeres,rural,0.8012
COL,Santa Lucía,NA,2023,Total,rural,0.7718
COL,Santa Lucía,NA,2024,Hombres,rural,0.7437
COL,Santa Lucía,NA,2024,Mujeres,rural,0.8037
COL,Santa Lucía,NA,2024,Total,rural,0.7743
COL,Santa Lucía,NA,2025,Hombres,rural,0.7411
COL,Santa Lucía,NA,2025,Mujeres,rural,0.8011
COL,Santa Lucía,NA,2025,Total,rural,0.7717
COL,Santa Rosa,NA,2016,Hombres,periurbano,0.5743
COL,Santa Rosa,NA,2016,Mujeres,periurbano,0.6343
COL,Santa Rosa,NA,2016,Total,periurbano,0.6049
