iso3,Territorio,cod_local,anio,sexo,zona,etnia,valor
COL,Las Brisas,NA,2018,Mujeres,rural,No indígena,0.6245
COL,Las Brisas,NA,2018,Mujeres,rural,Total,0.6514
COL,Las Brisas,NA,2019,Mujeres,rural,Indígena,0.6052
COL,Las Brisas,NA,2019,Mujeres,rural,No indígena,0.5452
COL,Las Brisas,NA,2019,Mujeres,rural,Total,0.5721
COL,Las Brisas,NA,2020,Mujeres,rural,Indígena,0.8049
COL,Las Brisas,NA,2020,Mujeres,rural,No indígena,0.7449
COL,Las Brisas,NA,2020,Mujeres,rural,Total,0.7716
COL,Las Brisas,NA,2021,Mujeres,rural,Indígena,0.7998
COL,Las Brisas,NA,2021,Mujeres,rural,No indígena,0.7398
COL,Las Brisas,NA,2021,Mujeres,rural,Total,0.7667
COL,Las Brisas,NA,2022,Mujeres,rural,Indígena,0.7834
COL,Las Brisas,NA,2022,Mujeres,rural,No indígena,0.7234
COL,Las Brisas,NA,2022,Mujeres,rural,Total,0.7503
COL,Las Brisas,NA,2023,Mujeres,rural,Indígena,0.6307
COL,Las Brisas,NA,2023,Mujeres,rural,No indígena,0.5707
COL,Las Brisas,NA,2023,Mujeres,rural,Total,0.5976
COL,Las Brisas,NA,2024,Mujeres,rural,Indígena,0.7081
COL,Las Brisas,NA,2024,Mujeres,rural,No indígena,0.6481
COL,Las Brisas,NA,2024,Mujeres,rural,Total,0.675
COL,Las Brisas,NA,2025,Mujeres,rural,Indígena,0.8595
COL,Las Brisas,NA,2025,Mujeres,rural,No indígena,0.7995
COL,Las Brisas,NA,2025,Mujeres,rural,Total,0.8264
COL,Las Palmas,NA,2016,Mujeres,periurbano,Indígena,0.2989
COL,Las Palmas,NA,2016,Mujeres,periurbano,No indígena,0.2389
COL,Las Palmas,NA,2016,Mujeres,periurbano,Total,0.257
COL,Las Palmas,NA,2017,Mujeres,periurbano,Indígena,0.4409
COL,Las Palmas,NA,2017,Mujeres,periurbano,No indígena,0.3809
COL,Las Palmas,NA,2017,Mujeres,periurbano,Total,0.399
COL,Las Palmas,NA,2018,Mujeres,periurbano,Indígena,0.3251
COL,Las Palmas,NA,2018,Mujeres,periurbano,No indígena,0.2651
COL,Las Palmas,NA,2018,Mujeres,periurbano,Total,0.2832
COL,Las Palmas,NA,2019,Mujeres,periurbano,Indígena,0.3856
COL,Las Palmas,NA,2019,Mujeres,periurbano,No indígena,0.3256
COL,Las Palmas,NA,2019,Mujeres,periurbano,Total,0.3441
COL,Las Palmas,NA,2020,Mujeres,periurbano,Indígena,0.4339
COL,Las Palmas,NA,2020,Mujeres,periurbano,No indígena,0.3739
COL,Las Palmas,NA,2020,Mujeres,periurbano,Total,0.3922
COL,Las Palmas,NA,2021,Mujeres,periurbano,Indígena,0.3563
COL,Las Palmas,NA,2021,Mujeres,periurbano,No indígena,0.2963
COL,Las Palmas,NA,2021,Mujeres,periurbano,Total,0.3143
COL,Las Palmas,NA,2022,Mujeres,periurbano,Indígena,0.4269
COL,Las Palmas,NA,2022,Mujeres,periurbano,No indígena,0.3669
COL,Las Palmas,NA,2022,Mujeres,periurbano,Total,0.3845
COL,Las Palmas,NA,2023,Mujeres,periurbano,Indígena,0.4115
COL,Las Palmas,NA,2023,Mujeres,periurbano,No indígena,0.3515
COL,Las Palmas,NA,2023,Mujeres,periurbano,Total,0.3692
COL,Las Palmas,NA,2024,Mujeres,periurbano,Indígena,0.5562
COL,Las Palmas,NA,2024,Mujeres,periurbano,No indígena,0.4962
COL,Las Palmas,NA,2024,Mujeres,periurbano,Total,0.5142
COL,Las Palmas,NA,2025,Mujeres,periurbano,Indígena,0.4357
COL,Las Palmas,NA,2025,Mujeres,periurbano,No indígena,0.3757
COL,Las Palmas,NA,2025,Mujeres,periurbano,Total,0.3937
COL,Los Arrayanes,NA,2016,Mujeres,rural,Indígena,0.597
COL,Los Arrayanes,NA,2016,Mujeres,rural,No indígena,0.537
COL,Los Arrayanes,NA,2016,Mujeres,rural,Total,0.5637
COL,Los Arrayanes,NA,2017,Mujeres,rural,Indígena,0.5691
COL,Los Arrayanes,NA,2017,Mujeres,rural,No indígena,0.5091
COL,Los Arrayanes,NA,2017,Mujeres,rural,Total,0.5357
COL,Los Arrayanes,NA,2018,Mujeres,rural,Indígena,0.8569
COL,Los Arrayanes,NA,2018,Mujeres,rural,No indígena,0.7969
COL,Los Arrayanes,NA,2018,Mujeres,rural,Total,0.8236
COL,Los Arrayanes,NA,2019,Mujeres,rural,Indígena,0.7021
COL,Los Arrayanes,NA,2019,Mujeres,rural,No indígena,0.6421
COL,Los Arrayanes,NA,2019,Mujeres,rural,Total,0.6698
COL,Los Arrayanes,NA,2020,Mujeres,rural,Indígena,0.8168
COL,Los Arrayanes,NA,2020,Mujeres,rural,No indígena,0.7568
COL,Los Arrayanes,NA,2020,Mujeres,rural,Total,0.7832
COL,Los Arrayanes,NA,2021,Mujeres,rural,Indígena,0.7894
COL,Los Arrayanes,NA,2021,Mujeres,rural,No indígena,0.7294
COL,Los Arrayanes,NA,2021,Mujeres,rural,Total,0.7558
COL,Los Arrayanes,NA,2022,Mujeres,rural,Indígena,0.7531
COL,Los Arrayanes,NA,2022,Mujeres,rural,No indígena,0.6931
COL,Los Arrayanes,NA,2022,Mujeres,rural,Total,0.7208
COL,Los Arrayanes,NA,2023,Mujeres,rural,Indígena,0.698
COL,Los Arrayanes,NA,2023,Mujeres,rural,No indígena,0.638
COL,Los Arrayanes,NA,2023,Mujeres,rural,Total,0.6657
COL,Los Arrayanes,NA,2024,Mujeres,rural,Indígena,0.7289
COL,Los Arrayanes,NA,2024,Mujeres,rural,No indígena,0.6689
COL,Los Arrayanes,NA,2024,Mujeres,rural,Total,0.6953
COL,Los Arrayanes,NA,2025,Mujeres,rural,Indígena,0.3965
COL,Los Arrayanes,NA,2025,Mujeres,rural,No indígena,0.3365
COL,Los Arrayanes,NA,2025,Mujeres,rural,Total,0.3629
COL,Los Pinos,NA,2016,Mujeres,rural,Indígena,0.6669
COL,Los Pinos,NA,2016,Mujeres,rural,No indígena,0.6069
COL,Los Pinos,NA,2016,Mujeres,rural,Total,0.6344
COL,Los Pinos,NA,2017,Mujeres,rural,Indígena,0.7088
COL,Los Pinos,NA,2017,Mujeres,rural,No indígena,0.6488
COL,Los Pinos,NA,2017,Mujeres,rural,Total,0.6763
COL,Los Pinos,NA,2018,Mujeres,rural,Indígena,0.5974
COL,Los Pinos,NA,2018,Mujeres,rural,No indígena,0.5374
COL,Los Pinos,NA,2018,Mujeres,rural,Total,0.5649
COL,Los Pinos,NA,2019,Mujeres,rural,Indígena,0.6188
COL,Los Pinos,NA,2019,Mujeres,rural,No indígena,0.5588
COL,Los Pinos,NA,2019,Mujeres,rural,Total,0.5863
COL,Los Pinos,NA,2020,Mujeres,rural,Indígena,0.7326
COL,Los Pinos,NA,2020,Mujeres,rural,No indígena,0.6726
COL,Los Pinos,NA,2020,Mujeres,rural,Total,0.6999
COL,Los Pinos,NA,2021,Mujeres,rural,Indígena,0.7045
COL,Los Pinos,NA,2021,Mujeres,rural,No indígena,0.6445
COL,Los Pinos,NA,2021,Mujeres,rural,Total,0.6706
COL,Los Pinos,NA,2022,Mujeres,rural,Indígena,0.6735
COL,Los Pinos,NA,2022,Mujeres,rural,No indígena,0.6135
COL,Los Pinos,NA,2022,Mujeres,rural,Total,0.6396
COL,Los Pinos,NA,2023,Mujeres,rural,Indígena,0.6762
COL,Los Pinos,NA,2023,Mujeres,rural,No indígena,0.6162
COL,Los Pinos,NA,2023,Mujeres,rural,Total,0.6423
COL,Los Pinos,NA,2024,Mujeres,rural,Indígena,0.6078
COL,Los Pinos,NA,2024,Mujeres,rural,No indígena,0.5478
COL,Los Pinos,NA,2024,Mujeres,rural,Total,0.5739
COL,Los Pinos,NA,2025,Mujeres,rural,Indígena,0.6105
COL,Los Pinos,NA,2025,Mujeres,rural,No indígena,0.5505
COL,Los Pinos,NA,2025,Mujeres,rural,Total,0.5765
COL,Los Álamos,NA,2016,Mujeres,rural,Indígena,0.6894
COL,Los Álamos,NA,2016,Mujeres,rural,No indígena,0.6294
COL,Los Álamos,NA,2016,Mujeres,rural,Total,0.6567
COL,Los Álamos,NA,2017,Mujeres,rural,Indígena,0.79990000000000006
COL,Los Álamos,NA,2017,Mujeres,rural,No indígena,0.7399
COL,Los Álamos,NA,2017,Mujeres,rural,Total,0.7672
COL,Los Álamos,NA,2018,Mujeres,rural,Indígena,0.6477
COL,Los Álamos,NA,2018,Mujeres,rural,No indígena,0.5877
COL,Los Álamos,NA,2018,Mujeres,rural,Total,0.6149
COL,Los Álamos,NA,2019,Mujeres,rural,Indígena,0.7777
COL,Los Álamos,NA,2019,Mujeres,rural,No indígena,0.7177
COL,Los Álamos,NA,2019,Mujeres,rural,Total,0.745
COL,Los Álamos,NA,2020,Mujeres,rural,Indígena,0.7469
COL,Los Álamos,NA,2020,Mujeres,rural,No indígena,0.6869
COL,Los Álamos,NA,2020,Mujeres,rural,Total,0.7139
COL,Los Álamos,NA,2021,Mujeres,rural,Indígena,0.7507
COL,Los Álamos,NA,2021,Mujeres,rural,No indígena,0.6907
COL,Los Álamos,NA,2021,Mujeres,rural,Total,0.7164
COL,Los Álamos,NA,2022,Mujeres,rural,Indígena,0.8069
COL,Los Álamos,NA,2022,Mujeres,rural,No indígena,0.7469
COL,Los Álamos,NA,2022,Mujeres,rural,Total,0.7742
COL,Los Álamos,NA,2023,Mujeres,rural,Indígena,0.8104
COL,Los Álamos,NA,2023,Mujeres,rural,No indígena,0.7504
COL,Los Álamos,NA,2023,Mujeres,rural,Total,0.7777
COL,Los Álamos,NA,2024,Mujeres,rural,Indígena,0.6529
COL,Los Álamos,NA,2024,Mujeres,rural,No indígena,0.5929
COL,Los Álamos,NA,2024,Mujeres,rural,Total,0.6201
COL,Los Álamos,NA,2025,Mujeres,rural,Indígena,0.5665
COL,Los Álamos,NA,2025,Mujeres,rural,No indígena,0.5065
COL,Los Álamos,NA,2025,Mujeres,rural,Total,0.5322
COL,Nueva Esperanza,NA,2016,Mujeres,periurbano,Indígena,0.6721
COL,Nueva Esperanza,NA,2016,Mujeres,periurbano,No indígena,0.6121
COL,Nueva Esperanza,NA,2016,Mujeres,periurbano,Total,0.6303
COL,Nueva Esperanza,NA,2017,Mujeres,periurbano,Indígena,0.6318
COL,Nueva Esperanza,NA,2017,Mujeres,periurbano,No indígena,0.5718
COL,Nueva Esperanza,NA,2017,Mujeres,periurbano,Total,0.59
COL,Nueva Esperanza,NA,2018,Mujeres,periurbano,Indígena,0.6205
COL,Nueva Esperanza,NA,2018,Mujeres,periurbano,No indígena,0.5605
COL,Nueva Esperanza,NA,2018,Mujeres,periurbano,Total,0.5783
COL,Nueva Esperanza,NA,2019,Mujeres,periurbano,Indígena,0.5448
COL,Nueva Esperanza,NA,2019,Mujeres,periurbano,No indígena,0.4848
COL,Nueva Esperanza,NA,2019,Mujeres,periurbano,Total,0.5026
COL,Nueva Esperanza,NA,2020,Mujeres,periurbano,Indígena,0.6518
COL,Nueva Esperanza,NA,2020,Mujeres,periurbano,No indígena,0.5918
COL,Nueva Esperanza,NA,2020,Mujeres,periurbano,Total,0.6098
COL,Nueva Esperanza,NA,2021,Mujeres,periurbano,Indígena,0.5611
COL,Nueva Esperanza,NA,2021,Mujeres,periurbano,No indígena,0.5011
COL,Nueva Esperanza,NA,2021,Mujeres,periurbano,Total,0.5195
COL,Nueva Esperanza,NA,2022,Mujeres,periurbano,Indígena,0.6182
COL,Nueva Esperanza,NA,2022,Mujeres,periurbano,No indígena,0.5582
COL,Nueva Esperanza,NA,2022,Mujeres,periurbano,Total,0.5763
COL,Nueva Esperanza,NA,2023,Mujeres,periurbano,Indígena,0.6099
COL,Nueva Esperanza,NA,2023,Mujeres,periurbano,No indígena,0.54990000000000006
COL,Nueva Esperanza,NA,2023,Mujeres,periurbano,Total,0.568
COL,Nueva Esperanza,NA,2024,Mujeres,periurbano,Indígena,0.5281
COL,Nueva Esperanza,NA,2024,Mujeres,periurbano,No indígena,0.4681
COL,Nueva Esperanza,NA,2024,Mujeres,periurbano,Total,0.4862
COL,Nueva Esperanza,NA,2025,Mujeres,periurbano,Indígena,0.3879
COL,Nueva Esperanza,NA,2025,Mujeres,periurbano,No indígena,0.3279
COL,Nueva Esperanza,NA,2025,Mujeres,periurbano,Total,0.346
COL,Nueva Vida,NA,2016,Mujeres,periurbano,Indígena,0.6137
COL,Nueva Vida,NA,2016,Mujeres,periurbano,No indígena,0.5537
COL,Nueva Vida,NA,2016,Mujeres,periurbano,Total,0.5712
COL,Nueva Vida,NA,2017,Mujeres,periurbano,Indígena,0.5322
COL,Nueva Vida,NA,2017,Mujeres,periurbano,No indígena,0.4722
COL,Nueva Vida,NA,2017,Mujeres,periurbano,Total,0.49
COL,Nueva Vida,NA,2018,Mujeres,periurbano,Indígena,0.3682
COL,Nueva Vida,NA,2018,Mujeres,periurbano,No indígena,0.3082
COL,Nueva Vida,NA,2018,Mujeres,periurbano,Total,0.3261
COL,Nueva Vida,NA,2019,Mujeres,periurbano,Indígena,0.1921
COL,Nueva Vida,NA,2019,Mujeres,periurbano,No indígena,0.1321
COL,Nueva Vida,NA,2019,Mujeres,periurbano,Total,0.15
COL,Nueva Vida,NA,2020,Mujeres,periurbano,Indígena,0.3374
COL,Nueva Vida,NA,2020,Mujeres,periurbano,No indígena,0.2774
COL,Nueva Vida,NA,2020,Mujeres,periurbano,Total,0.2951
COL,Nueva Vida,NA,2021,Mujeres,periurbano,Indígena,0.4387
COL,Nueva Vida,NA,2021,Mujeres,periurbano,No indígena,0.3787
COL,Nueva Vida,NA,2021,Mujeres,periurbano,Total,0.3969
COL,Nueva Vida,NA,2022,Mujeres,periurbano,Indígena,0.2493
COL,Nueva Vida,NA,2022,Mujeres,periurbano,No indígena,0.1893
COL,Nueva Vida,NA,2022,Mujeres,periurbano,Total,0.2071
COL,Nueva Vida,NA,2023,Mujeres,periurbano,Indígena,0.275
COL,Nueva Vida,NA,2023,Mujeres,periurbano,No indígena,0.215
COL,Nueva Vida,NA,2023,Mujeres,periurbano,Total,0.2332
COL,Nueva Vida,NA,2024,Mujeres,periurbano,Indígena,0.2898
COL,Nueva Vida,NA,2024,Mujeres,periurbano,No indígena,0.2298
COL,Nueva Vida,NA,2024,Mujeres,periurbano,Total,0.248
COL,Nueva Vida,NA,2025,Mujeres,periurbano,Indígena,0.3023
COL,Nueva Vida,NA,2025,Mujeres,periurbano,No indígena,0.2423
COL,Nueva Vida,NA,2025,Mujeres,periurbano,Total,0.2605
COL,Plaza del Valle,NA,2016,Mujeres,rural,Indígena,0.4466
COL,Plaza del Valle,NA,2016,Mujeres,rural,No indígena,0.3866
COL,Plaza del Valle,NA,2016,Mujeres,rural,Total,0.413
COL,Plaza del Valle,NA,2017,Mujeres,rural,Indígena,0.5046
COL,Plaza del Valle,NA,2017,Mujeres,rural,No indígena,0.4446
COL,Plaza del Valle,NA,2017,Mujeres,rural,Total,0.4721
COL,Plaza del Valle,NA,2018,Mujeres,rural,Indígena,0.4759
COL,Plaza del Valle,NA,2018,Mujeres,rural,No indígena,0.4159
COL,Plaza del Valle,NA,2018,Mujeres,rural,Total,0.4434
COL,Plaza del Valle,NA,2019,Mujeres,rural,Indígena,0.4409
COL,Plaza del Valle,NA,2019,Mujeres,rural,No indígena,0.3809
COL,Plaza del Valle,NA,2019,Mujeres,rural,Total,0.4084
COL,Plaza del Valle,NA,2020,Mujeres,rural,Indígena,0.5898
COL,Plaza del Valle,NA,2020,Mujeres,rural,No indígena,0.5298
COL,Plaza del Valle,NA,2020,Mujeres,rural,Total,0.5571
COL,Plaza del Valle,NA,2021,Mujeres,rural,Indígena,0.5622
COL,Plaza del Valle,NA,2021,Mujeres,rural,No indígena,0.5022
COL,Plaza del Valle,NA,2021,Mujeres,rural,Total,0.5282
COL,Plaza del Valle,NA,2022,Mujeres,rural,Indígena,0.6426
COL,Plaza del Valle,NA,2022,Mujeres,rural,No indígena,0.5826
COL,Plaza del Valle,NA,2022,Mujeres,rural,Total,0.6101
COL,Plaza del Valle,NA,2023,Mujeres,rural,Indígena,0.3874
COL,Plaza del Valle,NA,2023,Mujeres,rural,No indígena,0.3274
COL,Plaza del Valle,NA,2023,Mujeres,rural,Total,0.3549
COL,Plaza del Valle,NA,2024,Mujeres,rural,Indígena,0.3353
COL,Plaza del Valle,NA,2024,Mujeres,rural,No indígena,0.2753
COL,Plaza del Valle,NA,2024,Mujeres,rural,Total,0.3028
COL,Plaza del Valle,NA,2025,Mujeres,rural,Indígena,0.3956
COL,Plaza del Valle,NA,2025,Mujeres,rural,No indígena,0.3356
COL,Plaza del Valle,NA,2025,Mujeres,rural,Total,0.3631
COL,San Isidro,NA,2016,Mujeres,rural,Indígena,0.7013
COL,San Isidro,NA,2016,Mujeres,rural,No indígena,0.6413
COL,San Isidro,NA,2016,Mujeres,rural,Total,0.6684
COL,San Isidro,NA,2017,Mujeres,rural,Indígena,0.7747
COL,San Isidro,NA,2017,Mujeres,rural,No indígena,0.7147
COL,San Isidro,NA,2017,Mujeres,rural,Total,0.7418
COL,San Isidro,NA,2018,Mujeres,rural,Indígena,0.7312
COL,San Isidro,NA,2018,Mujeres,rural,No indígena,0.6712
COL,San Isidro,NA,2018,Mujeres,rural,Total,0.6983
COL,San Isidro,NA,2019,Mujeres,rural,Indígena,0.6266
COL,San Isidro,NA,2019,Mujeres,rural,No indígena,0.5666
COL,San Isidro,NA,2019,Mujeres,rural,Total,0.5937
COL,San Isidro,NA,2020,Mujeres,rural,Indígena,0.664
COL,San Isidro,NA,2020,Mujeres,rural,No indígena,0.604
COL,San Isidro,NA,2020,Mujeres,rural,Total,0.6319
COL,San Isidro,NA,2021,Mujeres,rural,Indígena,0.6531
COL,San Isidro,NA,2021,Mujeres,rural,No indígena,0.5931
COL,San Isidro,NA,2021,Mujeres,rural,Total,0.62
COL,San Isidro,NA,2022,Mujeres,rural,Indígena,0.6129
COL,San Isidro,NA,2022,Mujeres,rural,No indígena,0.5529
COL,San Isidro,NA,2022,Mujeres,rural,Total,0.5798
COL,San Isidro,NA,2023,Mujeres,rural,Indígena,0.4891
COL,San Isidro,NA,2023,Mujeres,rural,No indígena,0.4291
COL,San Isidro,NA,2023,Mujeres,rural,Total,0.4559
COL,San Isidro,NA,2024,Mujeres,rural,Indígena,0.7242
COL,San Isidro,NA,2024,Mujeres,rural,No indígena,0.6642
COL,San Isidro,NA,2024,Mujeres,rural,Total,0.6911
COL,San Isidro,NA,2025,Mujeres,rural,Indígena,0.8016
COL,San Isidro,NA,2025,Mujeres,rural,No indígena,0.7416
COL,San Isidro,NA,2025,Mujeres,rural,Total,0.7685
COL,San Joaquín,NA,2016,Mujeres,periurbano,Indígena,0.3998
COL,San Joaquín,NA,2016,Mujeres,periurbano,No indígena,0.3398
COL,San Joaquín,NA,2016,Mujeres,periurbano,Total,0.3577
COL,San Joaquín,NA,2017,Mujeres,periurbano,Indígena,0.3108
COL,San Joaquín,NA,2017,Mujeres,periurbano,No indígena,0.2508
COL,San Joaquín,NA,2017,Mujeres,periurbano,Total,0.2688
COL,San Joaquín,NA,2018,Mujeres,periurbano,Indígena,0.4145
COL,San Joaquín,NA,2018,Mujeres,periurbano,No indígena,0.3545
COL,San Joaquín,NA,2018,Mujeres,periurbano,Total,0.3724
COL,San Joaquín,NA,2019,Mujeres,periurbano,Indígena,0.4133
COL,San Joaquín,NA,2019,Mujeres,periurbano,No indígena,0.3533
COL,San Joaquín,NA,2019,Mujeres,periurbano,Total,0.3715
COL,San Joaquín,NA,2020,Mujeres,periurbano,Indígena,0.4699
COL,San Joaquín,NA,2020,Mujeres,periurbano,No indígena,0.4099
COL,San Joaquín,NA,2020,Mujeres,periurbano,Total,0.4283
COL,San Joaquín,NA,2021,Mujeres,periurbano,Indígena,0.5691
COL,San Joaquín,NA,2021,Mujeres,periurbano,No indígena,0.5091
COL,San Joaquín,NA,2021,Mujeres,periurbano,Total,0.5269
COL,San Joaquín,NA,2022,Mujeres,periurbano,Indígena,0.5814
COL,San Joaquín,NA,2022,Mujeres,periurbano,No indígena,0.5214
COL,San Joaquín,NA,2022,Mujeres,periurbano,Total,0.5396
COL,San Joaquín,NA,2023,Mujeres,periurbano,Indígena,0.4143
COL,San Joaquín,NA,2023,Mujeres,periurbano,No indígena,0.3543
COL,San Joaquín,NA,2023,Mujeres,periurbano,Total,0.3721
COL,San Joaquín,NA,2024,Mujeres,periurbano,Indígena,0.3657
COL,San Joaquín,NA,2024,Mujeres,periurbano,No indígena,0.3057
COL,San Joaquín,NA,2024,Mujeres,periurbano,Total,0.3235
COL,San Joaquín,NA,2025,Mujeres,periurbano,Indígena,0.2742
COL,San Joaquín,NA,2025,Mujeres,periurbano,No indígena,0.2142
COL,San Joaquín,NA,2025,Mujeres,periurbano,Total,0.232
COL,San Martín del Valle,NA,2016,Mujeres,Total,Indígena,0.4944
COL,San Martín del Valle,NA,2016,Mujeres,Total,No indígena,0.3492
COL,San Martín del Valle,NA,2016,Mujeres,Total,Total,0.3948
COL,San Martín del Valle,NA,2016,Mujeres,periurbano,Indígena,0.4381
COL,San Martín del Valle,NA,2016,Mujeres,periurbano,No indígena,0.3792
COL,San Martín del Valle,NA,2016,Mujeres,periurbano,Total,0.3969
COL,San Martín del Valle,NA,2016,Mujeres,rural,Indígena,0.661
COL,San Martín del Valle,NA,2016,Mujeres,rural,No indígena,0.6011
COL,San Martín del Valle,NA,2016,Mujeres,rural,Total,0.628
COL,San Martín del Valle,NA,2016,Mujeres,urbano,Indígena,0.068
COL,San Martín del Valle,NA,2016,Mujeres,urbano,No indígena,0.0329
COL,San Martín del Valle,NA,2016,Mujeres,urbano,Total,0.0382
COL,San Martín del Valle,NA,2017,Mujeres,Total,Indígena,0.5211
COL,San Martín del Valle,NA,2017,Mujeres,Total,No indígena,0.3699
COL,San Martín del Valle,NA,2017,Mujeres,Total,Total,0.4174
COL,San Martín del Valle,NA,2017,Mujeres,periurbano,Indígena,0.4592
COL,San Martín del Valle,NA,2017,Mujeres,periurbano,No indígena,0.3992
COL,San Martín del Valle,NA,2017,Mujeres,periurbano,Total,0.4172
COL,San Martín del Valle,NA,2017,Mujeres,rural,Indígena,0.6969
COL,San Martín del Valle,NA,2017,Mujeres,rural,No indígena,0.6378
COL,San Martín del Valle,NA,2017,Mujeres,rural,Total,0.6644
COL,San Martín del Valle,NA,2017,Mujeres,urbano,Indígena,0.0837
COL,San Martín del Valle,NA,2017,Mujeres,urbano,No indígena,0.0396
COL,San Martín del Valle,NA,2017,Mujeres,urbano,Total,0.0462
COL,San Martín del Valle,NA,2018,Mujeres,Total,Indígena,0.5024
COL,San Martín del Valle,NA,2018,Mujeres,Total,No indígena,0.3538
COL,San Martín del Valle,NA,2018,Mujeres,Total,Total,0.4004
COL,San Martín del Valle,NA,2018,Mujeres,periurbano,Indígena,0.4375
COL,San Martín del Valle,NA,2018,Mujeres,periurbano,No indígena,0.3774
COL,San Martín del Valle,NA,2018,Mujeres,periurbano,Total,0.3954
COL,San Martín del Valle,NA,2018,Mujeres,rural,Indígena,0.685
COL,San Martín del Valle,NA,2018,Mujeres,rural,No indígena,0.6278
COL,San Martín del Valle,NA,2018,Mujeres,rural,Total,0.6535
COL,San Martín del Valle,NA,2018,Mujeres,urbano,Indígena,0.0583
COL,San Martín del Valle,NA,2018,Mujeres,urbano,No indígena,0.0326
COL,San Martín del Valle,NA,2018,Mujeres,urbano,Total,0.0365
COL,San Martín del Valle,NA,2019,Mujeres,Total,Indígena,0.4765
COL,San Martín del Valle,NA,2019,Mujeres,Total,No indígena,0.3361
COL,San Martín del Valle,NA,2019,Mujeres,Total,Total,0.3803
COL,San Martín del Valle,NA,2019,Mujeres,periurbano,Indígena,0.4194
COL,San Martín del Valle,NA,2019,Mujeres,periurbano,No indígena,0.3598
COL,San Martín del Valle,NA,2019,Mujeres,periurbano,Total,0.3777
COL,San Martín del Valle,NA,2019,Mujeres,rural,Indígena,0.6334
COL,San Martín del Valle,NA,2019,Mujeres,rural,No indígena,0.5735
COL,San Martín del Valle,NA,2019,Mujeres,rural,Total,0.6006
COL,San Martín del Valle,NA,2019,Mujeres,urbano,Indígena,0.1021
COL,San Martín del Valle,NA,2019,Mujeres,urbano,No indígena,0.0509
COL,San Martín del Valle,NA,2019,Mujeres,urbano,Total,0.0587
COL,San Martín del Valle,NA,2020,Mujeres,Total,Indígena,0.5544
COL,San Martín del Valle,NA,2020,Mujeres,Total,No indígena,0.4009
COL,San Martín del Valle,NA,2020,Mujeres,Total,Total,0.449
COL,San Martín del Valle,NA,2020,Mujeres,periurbano,Indígena,0.4982
COL,San Martín del Valle,NA,2020,Mujeres,periurbano,No indígena,0.4374
COL,San Martín del Valle,NA,2020,Mujeres,periurbano,Total,0.4556
COL,San Martín del Valle,NA,2020,Mujeres,rural,Indígena,0.7256
COL,San Martín del Valle,NA,2020,Mujeres,rural,No indígena,0.6688
COL,San Martín del Valle,NA,2020,Mujeres,rural,Total,0.6943
COL,San Martín del Valle,NA,2020,Mujeres,urbano,Indígena,0.1166
COL,San Martín del Valle,NA,2020,Mujeres,urbano,No indígena,0.0569
COL,San Martín del Valle,NA,2020,Mujeres,urbano,Total,0.066
COL,San Martín del Valle,NA,2021,Mujeres,Total,Indígena,0.5578
COL,San Martín del Valle,NA,2021,Mujeres,Total,No indígena,0.404
COL,San Martín del Valle,NA,2021,Mujeres,Total,Total,0.4521
COL,San Martín del Valle,NA,2021,Mujeres,periurbano,Indígena,0.5054
COL,San Martín del Valle,NA,2021,Mujeres,periurbano,No indígena,0.4462
COL,San Martín del Valle,NA,2021,Mujeres,periurbano,Total,0.4639
COL,San Martín del Valle,NA,2021,Mujeres,rural,Indígena,0.726
COL,San Martín del Valle,NA,2021,Mujeres,rural,No indígena,0.6655
COL,San Martín del Valle,NA,2021,Mujeres,rural,Total,0.6924
COL,San Martín del Valle,NA,2021,Mujeres,urbano,Indígena,0.1069
COL,San Martín del Valle,NA,2021,Mujeres,urbano,No indígena,0.0466
COL,San Martín del Valle,NA,2021,Mujeres,urbano,Total,0.0557
COL,San Martín del Valle,NA,2022,Mujeres,Total,Indígena,0.5225
COL,San Martín del Valle,NA,2022,Mujeres,Total,No indígena,0.3717
COL,San Martín del Valle,NA,2022,Mujeres,Total,Total,0.4189
COL,San Martín del Valle,NA,2022,Mujeres,periurbano,Indígena,0.4764
COL,San Martín del Valle,NA,2022,Mujeres,periurbano,No indígena,0.4155
COL,San Martín del Valle,NA,2022,Mujeres,periurbano,Total,0.4337
COL,San Martín del Valle,NA,2022,Mujeres,rural,Indígena,0.6775
COL,San Martín del Valle,NA,2022,Mujeres,rural,No indígena,0.6176
COL,San Martín del Valle,NA,2022,Mujeres,rural,Total,0.6445
COL,San Martín del Valle,NA,2022,Mujeres,urbano,Indígena,0.0807
COL,San Martín del Valle,NA,2022,Mujeres,urbano,No indígena,0.0303
COL,San Martín del Valle,NA,2022,Mujeres,urbano,Total,0.0378
COL,San Martín del Valle,NA,2023,Mujeres,Total,Indígena,0.4895
COL,San Martín del Valle,NA,2023,Mujeres,Total,No indígena,0.3494
COL,San Martín del Valle,NA,2023,Mujeres,Total,Total,0.3935
COL,San Martín del Valle,NA,2023,Mujeres,periurbano,Indígena,0.4451
COL,San Martín del Valle,NA,2023,Mujeres,periurbano,No indígena,0.3846
COL,San Martín del Valle,NA,2023,Mujeres,periurbano,Total,0.4028
COL,San Martín del Valle,NA,2023,Mujeres,rural,Indígena,0.6314
COL,San Martín del Valle,NA,2023,Mujeres,rural,No indígena,0.5719
COL,San Martín del Valle,NA,2023,Mujeres,rural,Total,0.5988
