iso3,NAME_2,cod_local,anio,zona,etnia,valor
COL,Los Pinos,NA,2021,rural,No indígena,0
COL,Los Pinos,NA,2021,rural,Total,0
COL,Los Pinos,NA,2022,rural,Indígena,0
COL,Los Pinos,NA,2022,rural,No indígena,0
COL,Los Pinos,NA,2022,rural,Total,0
COL,Los Pinos,NA,2023,rural,Indígena,0.1066
COL,Los Pinos,NA,2023,rural,No indígena,0.1166
COL,Los Pinos,NA,2023,rural,Total,0.1121
COL,Los Pinos,NA,2024,rural,Indígena,0.1566
COL,Los Pinos,NA,2024,rural,No indígena,0.1666
COL,Los Pinos,NA,2024,rural,Total,0.1621
COL,Los Pinos,NA,2025,rural,Indígena,0.2066
COL,Los Pinos,NA,2025,rural,No indígena,0.2166
COL,Los Pinos,NA,2025,rural,Total,0.2121
COL,Los Álamos,NA,2016,rural,Indígena,NA
COL,Los Álamos,NA,2016,rural,No indígena,NA
COL,Los Álamos,NA,2016,rural,Total,NA
COL,Los Álamos,NA,2017,rural,Indígena,NA
COL,Los Álamos,NA,2017,rural,No indígena,NA
COL,Los Álamos,NA,2017,rural,Total,NA
COL,Los Álamos,NA,2018,rural,Indígena,NA
COL,Los Álamos,NA,2018,rural,No indígena,NA
COL,Los Álamos,NA,2018,rural,Total,NA
COL,Los Álamos,NA,2019,rural,Indígena,NA
COL,Los Álamos,NA,2019,rural,No indígena,NA
COL,Los Álamos,NA,2019,rural,Total,NA
COL,Los Álamos,NA,2020,rural,Indígena,0
COL,Los Álamos,NA,2020,rural,No indígena,0
COL,Los Álamos,NA,2020,rural,Total,0
COL,Los Álamos,NA,2021,rural,Indígena,0
COL,Los Álamos,NA,2021,rural,No indígena,0
COL,Los Álamos,NA,2021,rural,Total,0
COL,Los Álamos,NA,2022,rural,Indígena,0
COL,Los Álamos,NA,2022,rural,No indígena,0
COL,Los Álamos,NA,2022,rural,Total,0
COL,Los Álamos,NA,2023,rural,Indígena,0.1141
COL,Los Álamos,NA,2023,rural,No indígena,0.1241
COL,Los Álamos,NA,2023,rural,Total,0.1196
COL,Los Álamos,NA,2024,rural,Indígena,0.1641
COL,Los Álamos,NA,2024,rural,No indígena,0.1741
COL,Los Álamos,NA,2024,rural,Total,0.1696
COL,Los Álamos,NA,2025,rural,Indígena,0.2141
COL,Los Álamos,NA,2025,rural,No indígena,0.2241
COL,Los Álamos,NA,2025,rural,Total,0.2196
COL,Nueva Esperanza,NA,2016,periurbano,Indígena,NA
COL,Nueva Esperanza,NA,2016,periurbano,No indígena,NA
COL,Nueva Esperanza,NA,2016,periurbano,Total,NA
COL,Nueva Esperanza,NA,2017,periurbano,Indígena,NA
COL,Nueva Esperanza,NA,2017,periurbano,No indígena,NA
COL,Nueva Esperanza,NA,2017,periurbano,Total,NA
COL,Nueva Esperanza,NA,2018,periurbano,Indígena,NA
COL,Nueva Esperanza,NA,2018,periurbano,No indígena,NA
COL,Nueva Esperanza,NA,2018,periurbano,Total,NA
COL,Nueva Esperanza,NA,2019,periurbano,Indígena,NA
COL,Nueva Esperanza,NA,2019,periurbano,No indígena,NA
COL,Nueva Esperanza,NA,2019,periurbano,Total,NA
COL,Nueva Esperanza,NA,2020,periurbano,Indígena,0
COL,Nueva Esperanza,NA,2020,periurbano,No indígena,0.0386
COL,Nueva Esperanza,NA,2020,periurbano,Total,0.0269
COL,Nueva Esperanza,NA,2021,periurbano,Indígena,0.0186
COL,Nueva Esperanza,NA,2021,periurbano,No indígena,0.0786
COL,Nueva Esperanza,NA,2021,periurbano,Total,0.0608
COL,Nueva Esperanza,NA,2022,periurbano,Indígena,0.0886
COL,Nueva Esperanza,NA,2022,periurbano,No indígena,0.1486
COL,Nueva Esperanza,NA,2022,periurbano,Total,0.1304
COL,Nueva Esperanza,NA,2023,periurbano,Indígena,0.6586
COL,Nueva Esperanza,NA,2023,periurbano,No indígena,0.6086
COL,Nueva Esperanza,NA,2023,periurbano,Total,0.6238
COL,Nueva Esperanza,NA,2024,periurbano,Indígena,0.7086
COL,Nueva Esperanza,NA,2024,periurbano,No indígena,0.6586
COL,Nueva Esperanza,NA,2024,periurbano,Total,0.6738
COL,Nueva Esperanza,NA,2025,periurbano,Indígena,0.7586
COL,Nueva Esperanza,NA,2025,periurbano,No indígena,0.7086
COL,Nueva Esperanza,NA,2025,periurbano,Total,0.7238
COL,Nueva Vida,NA,2016,periurbano,Indígena,NA
COL,Nueva Vida,NA,2016,periurbano,No indígena,NA
COL,Nueva Vida,NA,2016,periurbano,Total,NA
COL,Nueva Vida,NA,2017,periurbano,Indígena,NA
COL,Nueva Vida,NA,2017,periurbano,No indígena,NA
COL,Nueva Vida,NA,2017,periurbano,Total,NA
COL,Nueva Vida,NA,2018,periurbano,Indígena,NA
COL,Nueva Vida,NA,2018,periurbano,No indígena,NA
COL,Nueva Vida,NA,2018,periurbano,Total,NA
COL,Nueva Vida,NA,2019,periurbano,Indígena,NA
COL,Nueva Vida,NA,2019,periurbano,No indígena,NA
COL,Nueva Vida,NA,2019,periurbano,Total,NA
COL,Nueva Vida,NA,2020,periurbano,Indígena,0
COL,Nueva Vida,NA,2020,periurbano,No indígena,0.0231
COL,Nueva Vida,NA,2020,periurbano,Total,0.0162
COL,Nueva Vida,NA,2021,periurbano,Indígena,0.0031
COL,Nueva Vida,NA,2021,periurbano,No indígena,0.0631
COL,Nueva Vida,NA,2021,periurbano,Total,0.0448
COL,Nueva Vida,NA,2022,periurbano,Indígena,0.0731
COL,Nueva Vida,NA,2022,periurbano,No indígena,0.1331
COL,Nueva Vida,NA,2022,periurbano,Total,0.1152
COL,Nueva Vida,NA,2023,periurbano,Indígena,0.3431
COL,Nueva Vida,NA,2023,periurbano,No indígena,0.3531
COL,Nueva Vida,NA,2023,periurbano,Total,0.35
COL,Nueva Vida,NA,2024,periurbano,Indígena,0.3931
COL,Nueva Vida,NA,2024,periurbano,No indígena,0.4031
COL,Nueva Vida,NA,2024,periurbano,Total,0.4
COL,Nueva Vida,NA,2025,periurbano,Indígena,0.4431
COL,Nueva Vida,NA,2025,periurbano,No indígena,0.4531
COL,Nueva Vida,NA,2025,periurbano,Total,0.45
COL,Plaza del Valle,NA,2016,rural,Indígena,NA
COL,Plaza del Valle,NA,2016,rural,No indígena,NA
COL,Plaza del Valle,NA,2016,rural,Total,NA
COL,Plaza del Valle,NA,2017,rural,Indígena,NA
COL,Plaza del Valle,NA,2017,rural,No indígena,NA
COL,Plaza del Valle,NA,2017,rural,Total,NA
COL,Plaza del Valle,NA,2018,rural,Indígena,NA
COL,Plaza del Valle,NA,2018,rural,No indígena,NA
COL,Plaza del Valle,NA,2018,rural,Total,NA
COL,Plaza del Valle,NA,2019,rural,Indígena,NA
COL,Plaza del Valle,NA,2019,rural,No indígena,NA
COL,Plaza del Valle,NA,2019,rural,Total,NA
COL,Plaza del Valle,NA,2020,rural,Indígena,0
COL,Plaza del Valle,NA,2020,rural,No indígena,0
COL,Plaza del Valle,NA,2020,rural,Total,0
COL,Plaza del Valle,NA,2021,rural,Indígena,0
COL,Plaza del Valle,NA,2021,rural,No indígena,0
COL,Plaza del Valle,NA,2021,rural,Total,0
COL,Plaza del Valle,NA,2022,rural,Indígena,0
COL,Plaza del Valle,NA,2022,rural,No indígena,0
COL,Plaza del Valle,NA,2022,rural,Total,0
COL,Plaza del Valle,NA,2023,rural,Indígena,0.0907
COL,Plaza del Valle,NA,2023,rural,No indígena,0.1007
COL,Plaza del Valle,NA,2023,rural,Total,0.0962
COL,Plaza del Valle,NA,2024,rural,Indígena,0.1407
COL,Plaza del Valle,NA,2024,rural,No indígena,0.1507
COL,Plaza del Valle,NA,2024,rural,Total,0.1462
COL,Plaza del Valle,NA,2025,rural,Indígena,0.1907
COL,Plaza del Valle,NA,2025,rural,No indígena,0.2007
COL,Plaza del Valle,NA,2025,rural,Total,0.1961
COL,San Isidro,NA,2016,rural,Indígena,NA
COL,San Isidro,NA,2016,rural,No indígena,NA
COL,San Isidro,NA,2016,rural,Total,NA
COL,San Isidro,NA,2017,rural,Indígena,NA
COL,San Isidro,NA,2017,rural,No indígena,NA
COL,San Isidro,NA,2017,rural,Total,NA
COL,San Isidro,NA,2018,rural,Indígena,NA
COL,San Isidro,NA,2018,rural,No indígena,NA
COL,San Isidro,NA,2018,rural,Total,NA
COL,San Isidro,NA,2019,rural,Indígena,NA
COL,San Isidro,NA,2019,rural,No indígena,NA
COL,San Isidro,NA,2019,rural,Total,NA
COL,San Isidro,NA,2020,rural,Indígena,0
COL,San Isidro,NA,2020,rural,No indígena,0
COL,San Isidro,NA,2020,rural,Total,0
COL,San Isidro,NA,2021,rural,Indígena,0
COL,San Isidro,NA,2021,rural,No indígena,0.0088
COL,San Isidro,NA,2021,rural,Total,0.0048
COL,San Isidro,NA,2022,rural,Indígena,0
COL,San Isidro,NA,2022,rural,No indígena,0.0488
COL,San Isidro,NA,2022,rural,Total,0.0279
COL,San Isidro,NA,2023,rural,Indígena,0.1988
COL,San Isidro,NA,2023,rural,No indígena,0.2088
COL,San Isidro,NA,2023,rural,Total,0.2043
COL,San Isidro,NA,2024,rural,Indígena,0.2488
COL,San Isidro,NA,2024,rural,No indígena,0.2588
COL,San Isidro,NA,2024,rural,Total,0.2543
COL,San Isidro,NA,2025,rural,Indígena,0.2988
COL,San Isidro,NA,2025,rural,No indígena,0.3088
COL,San Isidro,NA,2025,rural,Total,0.3043
COL,San Joaquín,NA,2016,periurbano,Indígena,NA
COL,San Joaquín,NA,2016,periurbano,No indígena,NA
COL,San Joaquín,NA,2016,periurbano,Total,NA
COL,San Joaquín,NA,2017,periurbano,Indígena,NA
COL,San Joaquín,NA,2017,periurbano,No indígena,NA
COL,San Joaquín,NA,2017,periurbano,Total,NA
COL,San Joaquín,NA,2018,periurbano,Indígena,NA
COL,San Joaquín,NA,2018,periurbano,No indígena,NA
COL,San Joaquín,NA,2018,periurbano,Total,NA
COL,San Joaquín,NA,2019,periurbano,Indígena,NA
COL,San Joaquín,NA,2019,periurbano,No indígena,NA
COL,San Joaquín,NA,2019,periurbano,Total,NA
COL,San Joaquín,NA,2020,periurbano,Indígena,0.0499
COL,San Joaquín,NA,2020,periurbano,No indígena,0.1099
COL,San Joaquín,NA,2020,periurbano,Total,0.0917
COL,San Joaquín,NA,2021,periurbano,Indígena,0.0899
COL,San Joaquín,NA,2021,periurbano,No indígena,0.1499
COL,San Joaquín,NA,2021,periurbano,Total,0.1319
COL,San Joaquín,NA,2022,periurbano,Indígena,0.1599
COL,San Joaquín,NA,2022,periurbano,No indígena,0.2199
COL,San Joaquín,NA,2022,periurbano,Total,0.2016
COL,San Joaquín,NA,2023,periurbano,Indígena,0.4299
COL,San Joaquín,NA,2023,periurbano,No indígena,0.4399
COL,San Joaquín,NA,2023,periurbano,Total,0.4369
COL,San Joaquín,NA,2024,periurbano,Indígena,0.4799
COL,San Joaquín,NA,2024,periurbano,No indígena,0.4899
COL,San Joaquín,NA,2024,periurbano,Total,0.487
COL,San Joaquín,NA,2025,periurbano,Indígena,0.5299
COL,San Joaquín,NA,2025,periurbano,No indígena,0.5399
COL,San Joaquín,NA,2025,periurbano,Total,0.537
COL,San Rafael,NA,2016,urbano,Indígena,NA
COL,San Rafael,NA,2016,urbano,No indígena,NA
COL,San Rafael,NA,2016,urbano,Total,NA
COL,San Rafael,NA,2017,urbano,Indígena,NA
COL,San Rafael,NA,2017,urbano,No indígena,NA
COL,San Rafael,NA,2017,urbano,Total,NA
COL,San Rafael,NA,2018,urbano,Indígena,NA
COL,San Rafael,NA,2018,urbano,No indígena,NA
COL,San Rafael,NA,2018,urbano,Total,NA
COL,San Rafael,NA,2019,urbano,Indígena,NA
COL,San Rafael,NA,2019,urbano,No indígena,NA
COL,San Rafael,NA,2019,urbano,Total,NA
COL,San Rafael,NA,2020,urbano,Indígena,0.0674
COL,San Rafael,NA,2020,urbano,No indígena,0.1274
COL,San Rafael,NA,2020,urbano,Total,0.1186
COL,San Rafael,NA,2021,urbano,Indígena,0.1274
COL,San Rafael,NA,2021,urbano,No indígena,0.1874
COL,San Rafael,NA,2021,urbano,Total,0.1783
COL,San Rafael,NA,2022,urbano,Indígena,0.2274
COL,San Rafael,NA,2022,urbano,No indígena,0.2874
COL,San Rafael,NA,2022,urbano,Total,0.2784
COL,San Rafael,NA,2023,urbano,Indígena,0.5174
COL,San Rafael,NA,2023,urbano,No indígena,0.5274
COL,San Rafael,NA,2023,urbano,Total,0.5259
COL,San Rafael,NA,2024,urbano,Indígena,0.5674
COL,San Rafael,NA,2024,urbano,No indígena,0.5774
COL,San Rafael,NA,2024,urbano,Total,0.5759
COL,San Rafael,NA,2025,urbano,Indígena,0.6174
COL,San Rafael,NA,2025,urbano,No indígena,0.6274
COL,San Rafael,NA,2025,urbano,Total,0.6259
COL,Santa Ana,NA,2016,rural,Indígena,NA
COL,Santa Ana,NA,2016,rural,No indígena,NA
COL,Santa Ana,NA,2016,rural,Total,NA
COL,Santa Ana,NA,2017,rural,Indígena,NA
COL,Santa Ana,NA,2017,rural,No indígena,NA
COL,Santa Ana,NA,2017,rural,Total,NA
COL,Santa Ana,NA,2018,rural,Indígena,NA
COL,Santa Ana,NA,2018,rural,No indígena,NA
COL,Santa Ana,NA,2018,rural,Total,NA
COL,Santa Ana,NA,2019,rural,Indígena,NA
COL,Santa Ana,NA,2019,rural,No indígena,NA
COL,Santa Ana,NA,2019,rural,Total,NA
COL,Santa Ana,NA,2020,rural,Indígena,0
COL,Santa Ana,NA,2020,rural,No indígena,0.0226
COL,Santa Ana,NA,2020,rural,Total,0.0125
COL,Santa Ana,NA,2021,rural,Indígena,0
COL,Santa Ana,NA,2021,rural,No indígena,0.0426
COL,Santa Ana,NA,2021,rural,Total,0.0235
COL,Santa Ana,NA,2022,rural,Indígena,0.0226
COL,Santa Ana,NA,2022,rural,No indígena,0.0826
COL,Santa Ana,NA,2022,rural,Total,0.0555
COL,Santa Ana,NA,2023,rural,Indígena,0.2326
COL,Santa Ana,NA,2023,rural,No indígena,0.2426
COL,Santa Ana,NA,2023,rural,Total,0.2381
COL,Santa Ana,NA,2024,rural,Indígena,0.2826
COL,Santa Ana,NA,2024,rural,No indígena,0.2926
COL,Santa Ana,NA,2024,rural,Total,0.2881
COL,Santa Ana,NA,2025,rural,Indígena,0.3326
COL,Santa Ana,NA,2025,rural,No indígena,0.3426
COL,Santa Ana,NA,2025,rural,Total,0.3381
COL,Santa Elena,NA,2016,periurbano,Indígena,NA
COL,Santa Elena,NA,2016,periurbano,No indígena,NA
COL,Santa Elena,NA,2016,periurbano,Total,NA
COL,Santa Elena,NA,2017,periurbano,Indígena,NA
COL,Santa Elena,NA,2017,periurbano,No indígena,NA
COL,Santa Elena,NA,2017,periurbano,Total,NA
COL,Santa Elena,NA,2018,periurbano,Indígena,NA
COL,Santa Elena,NA,2018,periurbano,No indígena,NA
COL,Santa Elena,NA,2018,periurbano,Total,NA
COL,Santa Elena,NA,2019,periurbano,Indígena,NA
COL,Santa Elena,NA,2019,periurbano,No indígena,NA
COL,Santa Elena,NA,2019,periurbano,Total,NA
COL,Santa Elena,NA,2020,periurbano,Indígena,0.0818
COL,Santa Elena,NA,2020,periurbano,No indígena,0.1418
COL,Santa Elena,NA,2020,periurbano,Total,0.1241
COL,Santa Elena,NA,2021,periurbano,Indígena,0.1218
COL,Santa Elena,NA,2021,periurbano,No indígena,0.1818
COL,Santa Elena,NA,2021,periurbano,Total,0.1635
COL,Santa Elena,NA,2022,periurbano,Indígena,0.1918
COL,Santa Elena,NA,2022,periurbano,No indígena,0.2518
COL,Santa Elena,NA,2022,periurbano,Total,0.2335
COL,Santa Elena,NA,2023,periurbano,Indígena,0.4618
COL,Santa Elena,NA,2023,periurbano,No indígena,0.4718
COL,Santa Elena,NA,2023,periurbano,Total,0.4687
COL,Santa Elena,NA,2024,periurbano,Indígena,0.5118
COL,Santa Elena,NA,2024,periurbano,No indígena,0.5218
COL,Santa Elena,NA,2024,periurbano,Total,0.5187
COL,Santa Elena,NA,2025,periurbano,Indígena,0.5618
COL,Santa Elena,NA,2025,periurbano,No indígena,0.5718
COL,Santa Elena,NA,2025,periurbano,Total,0.5687
COL,Santa Lucía,NA,2016,rural,Indígena,NA
COL,Santa Lucía,NA,2016,rural,No indígena,NA
COL,Santa Lucía,NA,2016,rural,Total,NA
COL,Santa Lucía,NA,2017,rural,Indígena,NA
COL,Santa Lucía,NA,2017,rural,No indígena,NA
COL,Santa Lucía,NA,2017,rural,Total,NA
COL,Santa Lucía,NA,2018,rural,Indígena,NA
COL,Santa Lucía,NA,2018,rural,No indígena,NA
COL,Santa Lucía,NA,2018,rural,Total,NA
COL,Santa Lucía,NA,2019,rural,Indígena,NA
COL,Santa Lucía,NA,2019,rural,No indígena,NA
COL,Santa Lucía,NA,2019,rural,Total,NA
COL,Santa Lucía,NA,2020,rural,Indígena,0
COL,Santa Lucía,NA,2020,rural,No indígena,0
COL,Santa Lucía,NA,2020,rural,Total,0
COL,Santa Lucía,NA,2021,rural,Indígena,0
COL,Santa Lucía,NA,2021,rural,No indígena,0
COL,Santa Lucía,NA,2021,rural,Total,0
COL,Santa Lucía,NA,2022,rural,Indígena,0
COL,Santa Lucía,NA,2022,rural,No indígena,0.0137
COL,Santa Lucía,NA,2022,rural,Total,0.0074
COL,Santa Lucía,NA,2023,rural,Indígena,0.1637
COL,Santa Lucía,NA,2023,rural,No indígena,0.1737
COL,Santa Lucía,NA,2023,rural,Total,0.169
COL,Santa Lucía,NA,2024,rural,Indígena,0.2137
COL,Santa Lucía,NA,2024,rural,No indígena,0.2237
COL,Santa Lucía,NA,2024,rural,Total,0.219
COL,Santa Lucía,NA,2025,rural,Indígena,0.2637
COL,Santa Lucía,NA,2025,rural,No indígena,0.2737
COL,Santa Lucía,NA,2025,rural,Total,0.2693
COL,Santa Rosa,NA,2016,periurbano,Indígena,NA
COL,Santa Rosa,NA,2016,periurbano,No indígena,NA
COL,Santa Rosa,NA,2016,periurbano,Total,NA
COL,Santa Rosa,NA,2017,periurbano,Indígena,NA
COL,Santa Rosa,NA,2017,periurbano,No indígena,NA
COL,Santa Rosa,NA,2017,periurbano,Total,NA
COL,Santa Rosa,NA,2018,periurbano,Indígena,NA
COL,Santa Rosa,NA,2018,periurbano,No indígena,NA
COL,Santa Rosa,NA,2018,periurbano,Total,NA
COL,Santa Rosa,NA,2019,periurbano,Indígena,NA
COL,Santa Rosa,NA,2019,periurbano,No indígena,NA
COL,Santa Rosa,NA,2019,periurbano,Total,NA
COL,Santa Rosa,NA,2020,periurbano,Indígena,0
COL,Santa Rosa,NA,2020,periurbano,No indígena,0.0421
COL,Santa Rosa,NA,2020,periurbano,Total,0.0297
COL,Santa Rosa,NA,2021,periurbano,Indígena,0.0221
COL,Santa Rosa,NA,2021,periurbano,No indígena,0.0821
COL,Santa Rosa,NA,2021,periurbano,Total,0.064
COL,Santa Rosa,NA,2022,periurbano,Indígena,0.0921
COL,Santa Rosa,NA,2022,periurbano,No indígena,0.1521
COL,Santa Rosa,NA,2022,periurbano,Total,0.1343
COL,Santa Rosa,NA,2023,periurbano,Indígena,0.3621
COL,Santa Rosa,NA,2023,periurbano,No indígena,0.3721
COL,Santa Rosa,NA,2023,periurbano,Total,0.3691
COL,Santa Rosa,NA,2024,periurbano,Indígena,0.4121
COL,Santa Rosa,NA,2024,periurbano,No indígena,0.4221
COL,Santa Rosa,NA,2024,periurbano,Total,0.4191
COL,Santa Rosa,NA,2025,periurbano,Indígena,0.4621
COL,Santa Rosa,NA,2025,periurbano,No indígena,0.4721
COL,Santa Rosa,NA,2025,periurbano,Total,0.4691
COL,Villa Esperanza,NA,2016,rural,Indígena,NA
COL,Villa Esperanza,NA,2016,rural,No indígena,NA
COL,Villa Esperanza,NA,2016,rural,Total,NA
COL,Villa Esperanza,NA,2017,rural,Indígena,NA
COL,Villa Esperanza,NA,2017,rural,No indígena,NA
COL,Villa Esperanza,NA,2017,rural,Total,NA
COL,Villa Esperanza,NA,2018,rural,Indígena,NA
COL,Villa Esperanza,NA,2018,rural,No indígena,NA
COL,Villa Esperanza,NA,2018,rural,Total,NA
COL,Villa Esperanza,NA,2019,rural,Indígena,NA
COL,Villa Esperanza,NA,2019,rural,No indígena,NA
COL,Villa Esperanza,NA,2019,rural,Total,NA
COL,Villa Esperanza,NA,2020,rural,Indígena,0
COL,Villa Esperanza,NA,2020,rural,No indígena,0.0061
COL,Villa Esperanza,NA,2020,rural,Total,0.0033
COL,Villa Esperanza,NA,2021,rural,Indígena,0
COL,Villa Esperanza,NA,2021,rural,No indígena,0.0261
COL,Villa Esperanza,NA,2021,rural,Total,0.0146
COL,Villa Esperanza,NA,2022,rural,Indígena,0.0061
COL,Villa Esperanza,NA,2022,rural,No indígena,0.0661
COL,Villa Esperanza,NA,2022,rural,Total,0.0385
COL,Villa Esperanza,NA,2023,rural,Indígena,0.2161
COL,Villa Esperanza,NA,2023,rural,No indígena,0.2261
COL,Villa Esperanza,NA,2023,rural,Total,0.2215
COL,Villa Esperanza,NA,2024,rural,Indígena,0.2661
COL,Villa Esperanza,NA,2024,rural,No indígena,0.2761
COL,Villa Esperanza,NA,2024,rural,Total,0.2717
COL,Villa Esperanza,NA,2025,rural,Indígena,0.3161
COL,Villa Esperanza,NA,2025,rural,No indígena,0.3261
COL,Villa Esperanza,NA,2025,rural,Total,0.3217
COL,Villa Norte,NA,2016,periurbano,Indígena,NA
COL,Villa Norte,NA,2016,periurbano,No indígena,NA
COL,Villa Norte,NA,2016,periurbano,Total,NA
COL,Villa Norte,NA,2017,periurbano,Indígena,NA
COL,Villa Norte,NA,2017,periurbano,No indígena,NA
COL,Villa Norte,NA,2017,periurbano,Total,NA
COL,Villa Norte,NA,2018,periurbano,Indígena,NA
COL,Villa Norte,NA,2018,periurbano,No indígena,NA
COL,Villa Norte,NA,2018,periurbano,Total,NA
COL,Villa Norte,NA,2019,periurbano,Indígena,NA
COL,Villa Norte,NA,2019,periurbano,No indígena,NA
COL,Villa Norte,NA,2019,periurbano,Total,NA
COL,Villa Norte,NA,2020,periurbano,Indígena,0
COL,Villa Norte,NA,2020,periurbano,No indígena,0
COL,Villa Norte,NA,2020,periurbano,Total,0
COL,Villa Norte,NA,2021,periurbano,Indígena,0
COL,Villa Norte,NA,2021,periurbano,No indígena,0.0028
COL,Villa Norte,NA,2021,periurbano,Total,0.0019
COL,Villa Norte,NA,2022,periurbano,Indígena,0.0128
COL,Villa Norte,NA,2022,periurbano,No indígena,0.0728
COL,Villa Norte,NA,2022,periurbano,Total,0.0548
COL,Villa Norte,NA,2023,periurbano,Indígena,0.2828
COL,Villa Norte,NA,2023,periurbano,No indígena,0.2928
COL,Villa Norte,NA,2023,periurbano,Total,0.2898
COL,Villa Norte,NA,2024,periurbano,Indígena,0.3328
COL,Villa Norte,NA,2024,periurbano,No indígena,0.3428
COL,Villa Norte,NA,2024,periurbano,Total,0.3398
COL,Villa Norte,NA,2025,periurbano,Indígena,0.3828
COL,Villa Norte,NA,2025,periurbano,No indígena,0.3928
COL,Villa Norte,NA,2025,periurbano,Total,0.3897
COL,Villa Sur,NA,2016,rural,Indígena,NA
COL,Villa Sur,NA,2016,rural,No indígena,NA
COL,Villa Sur,NA,2016,rural,Total,NA
COL,Villa Sur,NA,2017,rural,Indígena,NA
COL,Villa Sur,NA,2017,rural,No indígena,NA
COL,Villa Sur,NA,2017,rural,Total,NA
COL,Villa Sur,NA,2018,rural,Indígena,NA
COL,Villa Sur,NA,2018,rural,No indígena,NA
COL,Villa Sur,NA,2018,rural,Total,NA
COL,Villa Sur,NA,2019,rural,Indígena,NA
COL,Villa Sur,NA,2019,rural,No indígena,NA
COL,Villa Sur,NA,2019,rural,Total,NA
COL,Villa Sur,NA,2020,rural,Indígena,0
COL,Villa Sur,NA,2020,rural,No indígena,0
COL,Villa Sur,NA,2020,rural,Total,0
COL,Villa Sur,NA,2021,rural,Indígena,0
COL,Villa Sur,NA,2021,rural,No indígena,0
COL,Villa Sur,NA,2021,rural,Total,0
COL,Villa Sur,NA,2022,rural,Indígena,0
COL,Villa Sur,NA,2022,rural,No indígena,0.0115
COL,Villa Sur,NA,2022,rural,Total,0.0063
COL,Villa Sur,NA,2023,rural,Indígena,0.1615
COL,Villa Sur,NA,2023,rural,No indígena,0.1715
COL,Villa Sur,NA,2023,rural,Total,0.1669
COL,Villa Sur,NA,2024,rural,Indígena,0.2115
COL,Villa Sur,NA,2024,rural,No indígena,0.2215
COL,Villa Sur,NA,2024,rural,Total,0.2169
COL,Villa Sur,NA,2025,rural,Indígena,0.2615
COL,Villa Sur,NA,2025,rural,No indígena,0.2715
COL,Villa Sur,NA,2025,rural,Total,0.2669
COL,Vista Hermosa,NA,2016,rural,Indígena,NA
COL,Vista Hermosa,NA,2016,rural,No indígena,NA
COL,Vista Hermosa,NA,2016,rural,Total,NA
COL,Vista Hermosa,NA,2017,rural,Indígena,NA
COL,Vista Hermosa,NA,2017,rural,No indígena,NA
COL,Vista Hermosa,NA,2017,rural,Total,NA
COL,Vista Hermosa,NA,2018,rural,Indígena,NA
COL,Vista Hermosa,NA,2018,rural,No indígena,NA
COL,Vista Hermosa,NA,2018,rural,Total,NA
COL,Vista Hermosa,NA,2019,rural,Indígena,NA
COL,Vista Hermosa,NA,2019,rural,No indígena,NA
COL,Vista Hermosa,NA,2019,rural,Total,NA
COL,Vista Hermosa,NA,2020,rural,Indígena,0
COL,Vista Hermosa,NA,2020,rural,No indígena,0
COL,Vista Hermosa,NA,2020,rural,Total,0
COL,Vista Hermosa,NA,2021,rural,Indígena,0
COL,Vista Hermosa,NA,2021,rural,No indígena,0
COL,Vista Hermosa,NA,2021,rural,Total,0
COL,Vista Hermosa,NA,2022,rural,Indígena,0
COL,Vista Hermosa,NA,2022,rural,No indígena,0.0149
COL,Vista Hermosa,NA,2022,rural,Total,0.0081
COL,Vista Hermosa,NA,2023,rural,Indígena,0.1649
COL,Vista Hermosa,NA,2023,rural,No indígena,0.1749
COL,Vista Hermosa,NA,2023,rural,Total,0.1704
COL,Vista Hermosa,NA,2024,rural,Indígena,0.2149
COL,Vista Hermosa,NA,2024,rural,No indígena,0.2249
COL,Vista Hermosa,NA,2024,rural,Total,0.2204
COL,Vista Hermosa,NA,2025,rural,Indígena,0.2649
COL,Vista Hermosa,NA,2025,rural,No indígena,0.2749
COL,Vista Hermosa,NA,2025,rural,Total,0.2704
